Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
201912,16,045,4,8,Gem County                    ,131,131,20505420,1,2,129910,1,4,392897,0,0,0,130,130,20383597,1,2,129910,1,4,392897,0,0,0
201912,16,073,4,8,Owyhee County                 ,43,43,8131526,1,2,160254,0,0,0,0,0,0,26,26,4974341,1,2,160254,0,0,0,0,0,0
201912,17,005,2,3,Bond County                   ,10,10,2281366,0,0,0,0,0,0,0,0,0,2,2,871702,0,0,0,0,0,0,0,0,0
201912,17,013,2,3,Calhoun County                ,7,7,816336,0,0,0,0,0,0,0,0,0,6,6,665000,0,0,0,0,0,0,0,0,0
201912,17,031,2,3,Cook County                   ,1194,1194,386182297,87,174,37374804,195,638,126541447,151,7465,801392134,1062,1062,338373805,86,172,36859804,195,638,126541447,144,7408,793007406
201912,17,037,2,3,DeKalb County                 ,75,75,17909164,1,2,260000,5,20,2806327,0,0,0,74,74,17759164,1,2,260000,5,20,2806327,0,0,0
201912,17,039,2,3,De Witt County                ,11,11,2410541,0,0,0,0,0,0,0,0,0,11,11,2410541,0,0,0,0,0,0,0,0,0
201912,17,043,2,3,DuPage County                 ,875,875,368223223,2,4,797340,9,29,5708761,14,288,50786345,823,823,338820789,2,4,797340,9,29,5708761,14,288,50786345
201912,17,063,2,3,Grundy County                 ,83,83,14851992,0,0,0,0,0,0,17,124,6358968,72,72,13085953,0,0,0,0,0,0,0,0,0
201912,17,083,2,3,Jersey County                 ,73,73,19226487,0,0,0,0,0,0,0,0,0,61,61,17359179,0,0,0,0,0,0,0,0,0
201912,17,093,2,3,Kendall County                ,306,306,52767722,15,30,3907327,4,16,2827488,10,164,12873897,224,224,37392039,0,0,0,4,16,2827488,1,5,324254
201912,17,097,2,3,Lake County                   ,554,554,193930102,4,8,1472300,0,0,0,9,73,19356504,450,450,158395949,4,8,1472300,0,0,0,2,37,11946912
201912,17,111,2,3,McHenry County                ,559,559,94241826,1,2,500000,1,4,529111,0,0,0,534,534,91001290,1,2,500000,1,4,529111,0,0,0
201912,17,119,2,3,Madison County                ,353,353,92106938,9,18,2226417,11,42,3779536,8,48,2395762,338,338,89017639,9,18,2226417,10,39,3451640,8,48,2395762
201912,17,133,2,3,Monroe County                 ,91,91,26041236,0,0,0,0,0,0,5,73,6894050,89,89,25591100,0,0,0,0,0,0,4,68,6462050
201912,17,197,2,3,Will County                   ,1169,1169,300880784,31,62,9143155,8,30,4503744,9,201,15959239,1098,1098,285760231,30,60,8733155,6,24,3483744,9,201,15959239
201912,18,003,2,3,Allen County                  ,1212,1212,327344695,9,18,485000,9,27,1246098,23,581,62889038,1212,1212,327344695,9,18,485000,9,27,1246098,23,581,62889038
201912,18,011,2,3,Boone County                  ,506,506,150934020,12,24,5592000,0,0,0,3,218,17079710,506,506,150934020,12,24,5592000,0,0,0,3,218,17079710
201912,18,013,2,3,Brown County                  ,69,69,18358575,0,0,0,0,0,0,0,0,0,65,65,17340995,0,0,0,0,0,0,0,0,0
201912,18,019,2,3,Clark County                  ,587,587,124468872,5,10,1076118,4,14,2135661,6,288,27782272,567,567,120883588,5,10,1076118,4,14,2135661,6,288,27782272
201912,18,047,2,3,Franklin County               ,44,44,10947410,1,2,140000,0,0,0,0,0,0,44,44,10947410,1,2,140000,0,0,0,0,0,0
201912,18,057,2,3,Hamilton County               ,2405,2405,808697879,9,18,3141559,6,24,4910000,35,680,78391679,2403,2403,808055517,9,18,3141559,6,24,4910000,35,680,78391679
201912,18,059,2,3,Hancock County                ,548,548,151144872,2,4,100000,0,0,0,0,0,0,541,541,149306561,2,4,100000,0,0,0,0,0,0
201912,18,061,2,3,Harrison County               ,112,112,27491649,0,0,0,0,0,0,0,0,0,112,112,27491649,0,0,0,0,0,0,0,0,0
201912,18,063,2,3,Hendricks County              ,819,819,217881496,10,20,1680725,1,4,591816,6,36,2637875,751,751,200592444,7,14,1206179,1,4,591816,6,36,2637875
201912,18,069,2,3,Huntington County             ,70,70,17202029,0,0,0,0,0,0,0,0,0,70,70,17202029,0,0,0,0,0,0,0,0,0
201912,18,073,2,3,Jasper County                 ,112,112,28151973,2,4,490559,0,0,0,0,0,0,104,104,27094197,2,4,490559,0,0,0,0,0,0
201912,18,081,2,3,Johnson County                ,812,812,235365997,7,14,2483900,0,0,0,0,0,0,756,756,225851813,7,14,2483900,0,0,0,0,0,0
201912,18,087,2,3,Lagrange County               ,158,158,30677646,0,0,0,0,0,0,0,0,0,152,152,29491614,0,0,0,0,0,0,0,0,0
201912,18,089,2,3,Lake County                   ,1199,1199,312611052,21,42,4777800,2,6,1260000,1,32,4880297,1160,1160,302582533,21,42,4777800,2,6,1260000,1,32,4880297
201912,18,097,2,3,Marion County                 ,1234,1234,324993644,13,26,3842212,8,31,6628824,30,1217,183185136,1193,1193,315963545,13,26,3842212,8,31,6628824,30,1217,183185136
201912,18,105,2,3,Monroe County                 ,217,217,57225816,12,24,3299481,0,0,0,10,352,40837775,176,176,46634690,7,14,1984394,0,0,0,7,317,36793608
201912,18,109,2,3,Morgan County                 ,261,261,57619952,3,6,805500,0,0,0,0,0,0,257,257,56577534,2,4,555500,0,0,0,0,0,0
201912,18,111,2,3,Newton County                 ,21,21,4299077,0,0,0,0,0,0,0,0,0,15,15,3075000,0,0,0,0,0,0,0,0,0
201912,18,115,2,3,Ohio County                   ,22,22,4376650,0,0,0,0,0,0,0,0,0,22,22,4376650,0,0,0,0,0,0,0,0,0
201912,18,119,2,3,Owen County                   ,30,30,8024212,0,0,0,0,0,0,0,0,0,30,30,8024212,0,0,0,0,0,0,0,0,0
201912,18,127,2,3,Porter County                 ,488,488,133283969,9,18,3242990,0,0,0,4,36,4220073,479,479,131784763,9,18,3242990,0,0,0,4,36,4220073
201912,18,133,2,3,Putnam County                 ,123,123,30916011,0,0,0,0,0,0,8,92,7000000,120,120,30481800,0,0,0,0,0,0,8,92,7000000
201912,18,145,2,3,Shelby County                 ,52,52,9309696,0,0,0,0,0,0,0,0,0,52,52,9309696,0,0,0,0,0,0,0,0,0
201912,18,151,2,3,Steuben County                ,141,141,42716772,3,6,950000,0,0,0,0,0,0,141,141,42716772,3,6,950000,0,0,0,0,0,0
201912,18,157,2,3,Tippecanoe County             ,449,449,113271166,6,12,1743354,0,0,0,34,836,84040989,419,419,109333020,6,12,1743354,0,0,0,29,802,80087547
201912,18,163,2,3,Vanderburgh County            ,304,304,68495541,17,34,3355250,0,0,0,0,0,0,274,274,63169208,17,34,3355250,0,0,0,0,0,0
201912,18,167,2,3,Vigo County                   ,17,17,3770760,12,24,3159000,0,0,0,0,0,0,17,17,3770760,12,24,3159000,0,0,0,0,0,0
201912,18,175,2,3,Washington County             ,60,60,14920506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,18,183,2,3,Whitley County                ,118,118,26514966,0,0,0,0,0,0,0,0,0,118,118,26514966,0,0,0,0,0,0,0,0,0
201912,19,049,2,4,Dallas County                 ,740,740,206275487,2,4,610894,0,0,0,7,54,5359341,736,736,205566987,2,4,610894,0,0,0,1,24,2596185
201912,19,085,2,4,Harrison County               ,34,34,9226182,0,0,0,0,0,0,0,0,0,28,28,7925732,0,0,0,0,0,0,0,0,0
201912,19,129,2,4,Mills County                  ,5,5,1329245,2,4,450000,0,0,0,0,0,0,5,5,1329245,2,4,450000,0,0,0,0,0,0
201912,19,153,2,4,Polk County                   ,2643,2643,721742203,12,24,5125389,1,4,891226,27,1253,158055391,2635,2635,720139880,12,24,5125389,1,4,891226,27,1253,158055391
201912,19,181,2,4,Warren County                 ,352,352,94913846,1,2,400000,0,0,0,0,0,0,343,343,92813478,1,2,400000,0,0,0,0,0,0
201912,20,061,2,4,Geary County                  ,13,13,3381665,0,0,0,0,0,0,0,0,0,8,8,2110000,0,0,0,0,0,0,0,0,0
201912,20,091,2,4,Johnson County                ,1600,1600,572587294,29,58,14539620,35,128,24253911,29,1328,189736855,1505,1505,524282438,29,58,14539620,35,128,24253911,28,1308,186800469
201912,20,103,2,4,Leavenworth County            ,246,246,56627632,6,12,1560412,0,0,0,0,0,0,246,246,56627632,6,12,1560412,0,0,0,0,0,0
201912,20,107,2,4,Linn County                   ,43,43,5110892,0,0,0,0,0,0,0,0,0,25,25,3384255,0,0,0,0,0,0,0,0,0
201912,20,121,2,4,Miami County                  ,81,81,22404393,0,0,0,4,16,1696000,0,0,0,23,23,4415075,0,0,0,4,16,1696000,0,0,0
201912,20,209,2,4,Wyandotte County              ,176,176,33542740,7,14,1356168,0,0,0,0,0,0,26,26,5523531,0,0,0,0,0,0,0,0,0
201912,21,005,3,6,Anderson County               ,66,66,12741893,0,0,0,1,4,215100,0,0,0,66,66,12741893,0,0,0,1,4,215100,0,0,0
201912,21,015,3,6,Boone County                  ,440,440,81023963,0,0,0,1,4,650000,5,60,4149469,440,440,81023963,0,0,0,1,4,650000,5,60,4149469
201912,21,017,3,6,Bourbon County                ,46,46,12341505,1,2,450000,0,0,0,0,0,0,39,39,10736970,1,2,450000,0,0,0,0,0,0
201912,21,021,3,6,Boyle County                  ,20,20,3766165,11,22,2012188,0,0,0,0,0,0,8,8,1484693,11,22,2012188,0,0,0,0,0,0
201912,21,029,3,6,Bullitt County                ,328,328,83896174,5,10,1400000,3,12,780000,0,0,0,328,328,83896174,5,10,1400000,3,12,780000,0,0,0
201912,21,035,3,6,Calloway County               ,14,14,3289792,1,2,184000,6,24,1021965,0,0,0,14,14,3289792,1,2,184000,6,24,1021965,0,0,0
201912,21,037,3,6,Campbell County               ,169,169,52703238,0,0,0,1,4,959068,1,36,7358000,166,166,51191691,0,0,0,1,4,959068,1,36,7358000
201912,21,045,3,6,Casey County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,21,047,3,6,Christian County              ,49,49,5270160,2,4,275000,0,0,0,8,103,12342000,24,24,3490160,2,4,275000,0,0,0,8,103,12342000
201912,21,049,3,6,Clark County                  ,49,49,11425504,0,0,0,0,0,0,10,51,3531750,8,8,2176000,0,0,0,0,0,0,0,0,0
201912,21,067,3,6,Fayette County                ,574,574,128045340,1,2,27500,1,3,280000,24,1326,142264404,574,574,128045340,1,2,27500,1,3,280000,24,1326,142264404
201912,21,069,3,6,Fleming County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,21,077,3,6,Gallatin County               ,20,20,4122749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,21,081,3,6,Grant County                  ,59,59,10935603,0,0,0,0,0,0,0,0,0,59,59,10935603,0,0,0,0,0,0,0,0,0
201912,21,091,3,6,Hancock County                ,3,3,614694,0,0,0,0,0,0,0,0,0,3,3,614694,0,0,0,0,0,0,0,0,0
201912,21,099,3,6,Hart County                   ,14,14,1222500,0,0,0,0,0,0,2,13,1476119,4,4,250000,0,0,0,0,0,0,0,0,0
201912,21,101,3,6,Henderson County              ,32,32,7198153,12,24,2049876,0,0,0,2,55,5269675,32,32,7198153,12,24,2049876,0,0,0,2,55,5269675
201912,21,103,3,6,Henry County                  ,32,32,6363513,1,2,180000,0,0,0,0,0,0,27,27,5462500,1,2,180000,0,0,0,0,0,0
201912,21,111,3,6,Jefferson County              ,1231,1231,375458038,4,8,830761,1,3,333482,91,2193,213335206,400,400,115693934,2,4,375000,0,0,0,30,642,19993750
201912,21,113,3,6,Jessamine County              ,178,178,54450981,0,0,0,6,19,3675000,0,0,0,70,70,38150500,0,0,0,1,4,1545000,0,0,0
201912,21,115,3,6,Johnson County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,21,117,3,6,Kenton County                 ,308,308,77867057,0,0,0,0,0,0,0,0,0,308,308,77867057,0,0,0,0,0,0,0,0,0
201912,21,121,3,6,Knox County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,21,123,3,6,Larue County                  ,37,37,8762802,0,0,0,0,0,0,0,0,0,37,37,8762802,0,0,0,0,0,0,0,0,0
201912,21,137,3,6,Lincoln County                ,51,51,4605746,0,0,0,0,0,0,0,0,0,41,41,3560000,0,0,0,0,0,0,0,0,0
201912,21,145,3,6,McCracken County              ,112,112,27313467,1,2,216750,1,4,376000,2,20,2041621,85,85,20143616,1,2,216750,1,4,376000,2,20,2041621
201912,21,151,3,6,Madison County                ,181,181,18357821,21,42,2394940,3,11,412000,13,75,2824006,43,43,6261000,6,12,700000,3,11,412000,1,12,700000
201912,21,157,3,6,Marshall County               ,75,75,19091135,4,8,1040000,0,0,0,0,0,0,75,75,19091135,4,8,1040000,0,0,0,0,0,0
201912,21,161,3,6,Mason County                  ,12,12,2937000,1,2,250000,0,0,0,0,0,0,12,12,2937000,1,2,250000,0,0,0,0,0,0
201912,21,163,3,6,Meade County                  ,106,106,21722500,1,2,380000,0,0,0,0,0,0,106,106,21722500,1,2,380000,0,0,0,0,0,0
201912,21,167,3,6,Mercer County                 ,49,49,8382199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,21,175,3,6,Morgan County                 ,24,24,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,21,179,3,6,Nelson County                 ,229,229,38812754,28,56,5495000,3,10,1310000,0,0,0,229,229,38812754,28,56,5495000,3,10,1310000,0,0,0
201912,21,185,3,6,Oldham County                 ,219,219,80148587,0,0,0,0,0,0,4,64,3150000,219,219,80148587,0,0,0,0,0,0,4,64,3150000
201912,21,191,3,6,Pendleton County              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,21,209,3,6,Scott County                  ,359,359,66456779,19,38,5397236,0,0,0,6,72,4811936,150,150,26460682,0,0,0,0,0,0,0,0,0
201912,21,211,3,6,Shelby County                 ,232,232,61038829,0,0,0,3,11,1456800,4,29,4121300,232,232,61038829,0,0,0,3,11,1456800,4,29,4121300
201912,21,213,3,6,Simpson County                ,122,122,17809522,3,6,502000,0,0,0,2,28,2169440,122,122,17809522,3,6,502000,0,0,0,2,28,2169440
201912,21,215,3,6,Spencer County                ,130,130,30809534,0,0,0,0,0,0,0,0,0,130,130,30809534,0,0,0,0,0,0,0,0,0
201912,21,221,3,6,Trigg County                  ,15,15,2995716,2,4,374290,0,0,0,0,0,0,15,15,2995716,2,4,374290,0,0,0,0,0,0
201912,21,239,3,6,Woodford County               ,108,108,21831322,3,6,820000,0,0,0,2,54,3200000,100,100,20313101,3,6,820000,0,0,0,2,54,3200000
201912,22,005,3,7,Ascension Parish              ,862,862,133698593,0,0,0,0,0,0,0,0,0,490,490,77648447,0,0,0,0,0,0,0,0,0
201912,22,015,3,7,Bossier Parish                ,640,640,125614195,0,0,0,0,0,0,0,0,0,522,522,100496933,0,0,0,0,0,0,0,0,0
201912,22,017,3,7,Caddo Parish                  ,306,306,68019176,0,0,0,0,0,0,0,0,0,284,284,62347540,0,0,0,0,0,0,0,0,0
201912,22,031,3,7,De Soto Parish                ,100,100,27320164,0,0,0,0,0,0,0,0,0,100,100,27320164,0,0,0,0,0,0,0,0,0
201912,22,033,3,7,East Baton Rouge Parish       ,1278,1278,322991331,5,10,1413592,0,0,0,0,0,0,1272,1272,322087224,5,10,1413592,0,0,0,0,0,0
201912,22,037,3,7,East Feliciana Parish         ,53,53,10655483,0,0,0,0,0,0,0,0,0,53,53,10655483,0,0,0,0,0,0,0,0,0
201912,22,047,3,7,Iberville Parish              ,99,99,24367553,0,0,0,0,0,0,0,0,0,30,30,8413119,0,0,0,0,0,0,0,0,0
201912,22,051,3,7,Jefferson Parish              ,550,550,123295760,0,0,0,0,0,0,0,0,0,542,542,121233112,0,0,0,0,0,0,0,0,0
201912,22,055,3,7,Lafayette Parish              ,1160,1160,256773102,0,0,0,0,0,0,1,24,3100000,541,541,107429731,0,0,0,0,0,0,1,24,3100000
201912,22,063,3,7,Livingston Parish             ,915,915,184508264,0,0,0,0,0,0,0,0,0,722,722,146690631,0,0,0,0,0,0,0,0,0
201912,22,071,3,7,Orleans Parish                ,558,558,122319133,110,220,23653562,2,6,1443952,12,522,97139896,290,290,61956169,64,128,14142154,0,0,0,6,183,27223605
201912,22,075,3,7,Plaquemines Parish            ,84,84,24105529,2,4,565000,1,3,373351,0,0,0,79,79,22780756,2,4,565000,1,3,373351,0,0,0
201912,22,077,3,7,Pointe Coupee Parish          ,52,52,14042664,0,0,0,0,0,0,0,0,0,52,52,14042664,0,0,0,0,0,0,0,0,0
201912,22,087,3,7,St. Bernard Parish            ,194,194,32216222,7,14,1058000,0,0,0,0,0,0,194,194,32216222,7,14,1058000,0,0,0,0,0,0
201912,22,089,3,7,St. Charles Parish            ,122,122,30364242,0,0,0,0,0,0,0,0,0,122,122,30364242,0,0,0,0,0,0,0,0,0
201912,22,091,3,7,St. Helena Parish             ,35,35,6234270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,22,095,3,7,St. John the Baptist Parish   ,46,46,7548364,0,0,0,0,0,0,0,0,0,4,4,604000,0,0,0,0,0,0,0,0,0
201912,22,099,3,7,St. Martin Parish             ,173,173,33146612,0,0,0,0,0,0,0,0,0,16,16,4386178,0,0,0,0,0,0,0,0,0
201912,22,103,3,7,St. Tammany Parish            ,1621,1621,357084685,5,10,1449000,0,0,0,0,0,0,1579,1579,340775478,4,8,1180000,0,0,0,0,0,0
201912,22,109,3,7,Terrebonne Parish             ,139,139,37906517,7,14,1088892,3,9,785250,0,0,0,66,66,19186305,0,0,0,0,0,0,0,0,0
201912,22,121,3,7,West Baton Rouge Parish       ,232,232,39488361,0,0,0,0,0,0,0,0,0,208,208,36766534,0,0,0,0,0,0,0,0,0
201912,22,125,3,7,West Feliciana Parish         ,43,43,14180550,0,0,0,0,0,0,2,10,1885510,19,19,4613793,0,0,0,0,0,0,0,0,0
201912,23,000,1,1,Maine Unorganized Territory   ,69,69,9163217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,24,003,3,5,Anne Arundel County           ,1746,1746,302495668,28,56,4702281,1,3,2600000,9,845,143423017,1746,1746,302495668,28,56,4702281,1,3,2600000,9,845,143423017
201912,24,005,3,5,Baltimore County              ,788,788,185737500,0,0,0,0,0,0,5,629,82800000,788,788,185737500,0,0,0,0,0,0,5,629,82800000
201912,24,009,3,5,Calvert County                ,190,190,45039089,0,0,0,0,0,0,5,240,25000000,190,190,45039089,0,0,0,0,0,0,5,240,25000000
201912,24,013,3,5,Carroll County                ,330,330,77469836,0,0,0,0,0,0,1,12,900000,330,330,77469836,0,0,0,0,0,0,1,12,900000
201912,24,015,3,5,Cecil County                  ,188,188,38172138,0,0,0,0,0,0,0,0,0,188,188,38172138,0,0,0,0,0,0,0,0,0
201912,24,017,3,5,Charles County                ,688,688,177603049,0,0,0,0,0,0,6,80,11036133,675,675,175487043,0,0,0,0,0,0,6,80,11036133
201912,24,021,3,5,Frederick County              ,1568,1568,379464407,4,8,680000,9,31,3390244,32,795,100344938,1568,1568,379464407,4,8,680000,9,31,3390244,32,795,100344938
201912,24,023,3,5,Garrett County                ,86,86,37890614,0,0,0,4,14,4160000,1,7,1639000,86,86,37890614,0,0,0,4,14,4160000,1,7,1639000
201912,24,025,3,5,Harford County                ,806,806,189922889,6,12,3140220,0,0,0,4,112,11370000,806,806,189922889,6,12,3140220,0,0,0,4,112,11370000
201912,24,027,3,5,Howard County                 ,761,761,178251215,1,2,300000,0,0,0,1,16,1500000,761,761,178251215,1,2,300000,0,0,0,1,16,1500000
201912,24,031,3,5,Montgomery County             ,710,710,167036473,7,14,882700,10,40,2087465,28,2461,477101852,710,710,167036473,7,14,882700,10,40,2087465,28,2461,477101852
201912,24,033,3,5,Prince George County          ,2113,2113,502435123,1,2,391606,2,8,2290704,4,421,48767514,2113,2113,502435123,1,2,391606,2,8,2290704,4,421,48767514
201912,24,035,3,5,Queen Anne County             ,237,237,51181300,0,0,0,1,4,500000,6,94,44272000,237,237,51181300,0,0,0,1,4,500000,6,94,44272000
201912,24,037,3,5,St. Marys County              ,615,615,135606620,4,8,1300000,0,0,0,6,66,11825054,615,615,135606620,4,8,1300000,0,0,0,6,66,11825054
201912,24,039,3,5,Somerset County               ,32,32,5670800,0,0,0,0,0,0,0,0,0,20,20,3132855,0,0,0,0,0,0,0,0,0
201912,24,045,3,5,Wicomico County               ,226,226,32395684,0,0,0,0,0,0,6,40,3507568,226,226,32395684,0,0,0,0,0,0,6,40,3507568
201912,24,510,3,5,Baltimore (Independent City)  ,130,130,21764000,1,2,371165,5,18,2777857,13,360,52396314,130,130,21764000,1,2,371165,5,18,2777857,13,360,52396314
201912,25,005,1,1,Bristol County                ,576,576,128778386,30,60,7022276,2,6,400000,2,12,1670940,428,428,102742621,28,56,6712090,0,0,0,2,12,1670940
201912,25,009,1,1,Essex County                  ,562,562,184964448,45,90,16773823,5,18,4905874,28,459,70350501,507,507,169132960,31,62,12604173,5,18,4905874,8,351,49516131
201912,25,017,1,1,Middlesex County              ,1162,1162,372449425,76,152,29694115,34,116,23576897,433,4008,439157648,871,871,285336188,57,114,19772723,24,84,17298836,389,3101,281868887
201912,25,021,1,1,Norfolk County                ,674,674,284425657,23,46,11623598,8,26,3092094,55,1323,111734107,506,506,216063273,23,46,11623598,8,26,3092094,11,865,66376766
201912,25,023,1,1,Plymouth County               ,1000,1000,241837515,8,16,1906160,6,22,3420000,15,100,12771962,617,617,154029418,8,16,1906160,6,22,3420000,5,36,4803533
201912,25,025,1,1,Suffolk County                ,47,47,11529857,41,82,15660238,62,200,41060754,117,2850,555961537,37,37,9766909,33,66,13650131,62,200,41060754,90,2690,521855008
201912,26,000,2,3,Michigan Balance of State     ,61,61,11453111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,26,019,2,3,Benzie County                 ,71,71,16855764,0,0,0,0,0,0,0,0,0,36,36,7261638,0,0,0,0,0,0,0,0,0
201912,26,029,2,3,Charlevoix County             ,99,99,24280463,7,14,1584730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,26,089,2,3,Leelanau County               ,163,163,40388825,0,0,0,0,0,0,0,0,0,163,163,40388825,0,0,0,0,0,0,0,0,0
201912,26,093,2,3,Livingston County             ,644,644,172701216,12,24,3191236,4,16,1500000,1,12,2251904,623,623,169024585,12,24,3191236,4,16,1500000,1,12,2251904
201912,26,095,2,3,Luce County                   ,4,4,485742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,26,099,2,3,Macomb County                 ,1346,1346,424051738,14,28,4724216,16,59,11499366,44,678,95718180,1345,1345,423851738,14,28,4724216,16,59,11499366,44,678,95718180
201912,26,103,2,3,Marquette County              ,65,65,17342925,5,10,1200000,0,0,0,0,0,0,65,65,17342925,5,10,1200000,0,0,0,0,0,0
201912,26,137,2,3,Otsego County                 ,19,19,1539000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,26,147,2,3,St. Clair County              ,225,225,46935240,0,0,0,0,0,0,3,114,7500000,199,199,42930606,0,0,0,0,0,0,3,114,7500000
201912,26,163,2,3,Wayne County                  ,853,853,242103423,2,4,478179,8,28,3574508,69,791,119745231,781,781,231253721,2,4,478179,8,28,3574508,65,732,115463243
201912,27,003,2,4,Anoka County                  ,979,979,274097471,1,2,708322,1,3,583186,9,373,38872710,944,944,264835364,0,0,0,1,3,583186,4,298,29281736
201912,27,019,2,4,Carver County                 ,599,599,184872255,7,14,3082661,1,4,675000,0,0,0,581,581,180692934,7,14,3082661,1,4,675000,0,0,0
201912,27,025,2,4,Chisago County                ,225,225,43009732,2,4,714000,0,0,0,0,0,0,222,222,42381733,2,4,714000,0,0,0,0,0,0
201912,27,027,2,4,Clay County                   ,187,187,40129119,0,0,0,2,8,1440000,1,73,9641823,187,187,40129119,0,0,0,2,8,1440000,1,73,9641823
201912,27,037,2,4,Dakota County                 ,1095,1095,338645687,2,4,738000,3,12,2412000,23,1223,160647549,1081,1081,333691497,2,4,738000,3,12,2412000,16,1116,145463387
201912,27,053,2,4,Hennepin County               ,1981,1981,773405759,12,24,5101152,12,42,10596479,66,7145,1303082491,1903,1903,749588124,12,24,5101152,11,39,10059809,66,7145,1303082491
201912,27,059,2,4,Isanti County                 ,258,258,51524575,0,0,0,0,0,0,0,0,0,251,251,49286325,0,0,0,0,0,0,0,0,0
201912,27,123,2,4,Ramsey County                 ,265,265,89624367,4,8,1478434,1,4,720056,26,2449,273345483,262,262,88116347,4,8,1478434,1,4,720056,26,2449,273345483
201912,27,139,2,4,Scott County                  ,677,677,224577893,4,8,1696100,1,4,790052,9,833,134491173,671,671,222128245,4,8,1696100,1,4,790052,9,833,134491173
201912,27,141,2,4,Sherburne County              ,439,439,97516077,0,0,0,1,4,676000,3,46,7763000,428,428,95746142,0,0,0,1,4,676000,3,46,7763000
201912,27,163,2,4,Washington County             ,1391,1391,399776133,12,24,5608740,3,12,2534328,3,336,35243666,1346,1346,379770360,12,24,5608740,3,12,2534328,3,336,35243666
201912,27,171,2,4,Wright County                 ,887,887,250403243,1,2,346955,1,4,787900,9,194,27086294,873,873,247303538,1,2,346955,1,4,787900,5,171,24719015
201912,28,033,3,6,DeSoto County                 ,1475,1475,256598349,0,0,0,0,0,0,0,0,0,1418,1418,250340588,0,0,0,0,0,0,0,0,0
201912,28,041,3,6,Greene County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,28,045,3,6,Hancock County                ,517,517,92341411,3,6,555537,9,30,3010839,13,106,8974245,184,184,41733526,0,0,0,0,0,0,0,0,0
201912,28,047,3,6,Harrison County               ,1035,1035,193785217,6,12,1604000,0,0,0,0,0,0,903,903,178789885,3,6,869000,0,0,0,0,0,0
201912,28,067,3,6,Jones County                  ,5,5,911520,0,0,0,0,0,0,0,0,0,5,5,911520,0,0,0,0,0,0,0,0,0
201912,28,129,3,6,Smith County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,28,137,3,6,Tate County                   ,121,121,23028729,0,0,0,0,0,0,0,0,0,102,102,19434705,0,0,0,0,0,0,0,0,0
201912,28,143,3,6,Tunica County                 ,71,71,15839990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,28,145,3,6,Union County                  ,12,12,2095000,2,4,220000,0,0,0,0,0,0,12,12,2095000,2,4,220000,0,0,0,0,0,0
201912,28,149,3,6,Warren County                 ,2,2,820000,0,0,0,0,0,0,0,0,0,1,1,520000,0,0,0,0,0,0,0,0,0
201912,29,013,2,4,Bates County                  ,2,2,168200,0,0,0,0,0,0,0,0,0,2,2,168200,0,0,0,0,0,0,0,0,0
201912,29,017,2,4,Bollinger County              ,1,1,40000,0,0,0,0,0,0,0,0,0,1,1,40000,0,0,0,0,0,0,0,0,0
201912,29,019,2,4,Boone County                  ,623,623,170901720,2,4,372394,0,0,0,4,162,22927038,623,623,170901720,2,4,372394,0,0,0,4,162,22927038
201912,29,049,2,4,Clinton County                ,53,53,12287096,35,70,9760000,0,0,0,0,0,0,41,41,9986377,35,70,9760000,0,0,0,0,0,0
201912,29,065,2,4,Dent County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,29,071,2,4,Franklin County               ,301,301,68096268,4,8,1510338,0,0,0,5,74,8500000,300,300,67928518,4,8,1510338,0,0,0,5,74,8500000
