Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
202012,16,045,4,8,Gem County                    ,138,138,23194181,1,2,118640,0,0,0,0,0,0,138,138,23194181,1,2,118640,0,0,0,0,0,0
202012,16,073,4,8,Owyhee County                 ,37,37,8205039,0,0,0,0,0,0,0,0,0,26,26,6152494,0,0,0,0,0,0,0,0,0
202012,17,005,2,3,Bond County                   ,9,9,1457248,0,0,0,0,0,0,0,0,0,3,3,400000,0,0,0,0,0,0,0,0,0
202012,17,013,2,3,Calhoun County                ,6,6,965000,0,0,0,0,0,0,0,0,0,6,6,965000,0,0,0,0,0,0,0,0,0
202012,17,031,2,3,Cook County                   ,951,951,369323842,45,90,17383648,106,338,62938410,155,4230,521537536,811,811,316726163,44,88,16982148,100,320,60492987,153,4198,512377347
202012,17,037,2,3,DeKalb County                 ,81,81,21471708,0,0,0,3,12,2300000,1,59,1875000,79,79,21241708,0,0,0,3,12,2300000,1,59,1875000
202012,17,039,2,3,De Witt County                ,19,19,4594000,0,0,0,0,0,0,0,0,0,19,19,4594000,0,0,0,0,0,0,0,0,0
202012,17,043,2,3,DuPage County                 ,826,826,328961742,2,4,985300,6,21,5408534,19,821,93163391,788,788,304550892,2,4,985300,6,21,5408534,19,821,93163391
202012,17,063,2,3,Grundy County                 ,87,87,21838367,2,4,880000,0,0,0,10,56,2871792,81,81,20740122,2,4,880000,0,0,0,0,0,0
202012,17,083,2,3,Jersey County                 ,63,63,16306367,0,0,0,0,0,0,1,45,9010000,15,15,2435631,0,0,0,0,0,0,1,45,9010000
202012,17,093,2,3,Kendall County                ,519,519,86824935,7,14,1924073,0,0,0,2,26,2052143,418,418,69054421,4,8,1142608,0,0,0,0,0,0
202012,17,097,2,3,Lake County                   ,550,550,188807332,26,52,11054069,10,40,6419800,13,180,40496922,419,419,142826600,26,52,11054069,10,40,6419800,3,129,30000000
202012,17,111,2,3,McHenry County                ,468,468,88342994,0,0,0,0,0,0,1,90,14638554,402,402,78932819,0,0,0,0,0,0,1,90,14638554
202012,17,119,2,3,Madison County                ,420,420,111109929,2,4,588322,0,0,0,1,24,3900000,398,398,106649501,2,4,588322,0,0,0,1,24,3900000
202012,17,133,2,3,Monroe County                 ,110,110,30907061,8,16,2405662,0,0,0,0,0,0,110,110,30907061,8,16,2405662,0,0,0,0,0,0
202012,17,197,2,3,Will County                   ,1372,1372,350374793,26,52,6942959,17,67,9109536,18,286,38130310,1325,1325,340545983,26,52,6942959,17,67,9109536,18,286,38130310
202012,18,003,2,3,Allen County                  ,1428,1428,395476573,70,140,8406932,4,15,1420000,12,111,8246600,1428,1428,395476573,70,140,8406932,4,15,1420000,12,111,8246600
202012,18,011,2,3,Boone County                  ,670,670,250990207,11,22,3900000,0,0,0,0,0,0,661,661,248503985,11,22,3900000,0,0,0,0,0,0
202012,18,013,2,3,Brown County                  ,60,60,16667826,0,0,0,0,0,0,0,0,0,60,60,16667826,0,0,0,0,0,0,0,0,0
202012,18,019,2,3,Clark County                  ,741,741,157944946,8,16,1520000,1,3,461400,24,576,57778113,664,664,140110742,8,16,1520000,1,3,461400,24,576,57778113
202012,18,047,2,3,Franklin County               ,58,58,17614551,0,0,0,0,0,0,0,0,0,58,58,17614551,0,0,0,0,0,0,0,0,0
202012,18,057,2,3,Hamilton County               ,2541,2541,846127223,31,62,10458338,12,46,9665000,52,1122,115937951,2531,2531,843225400,31,62,10458338,12,46,9665000,52,1122,115937951
202012,18,059,2,3,Hancock County                ,743,743,195869276,9,18,2521209,0,0,0,0,0,0,743,743,195869276,9,18,2521209,0,0,0,0,0,0
202012,18,061,2,3,Harrison County               ,83,83,21586395,0,0,0,0,0,0,0,0,0,83,83,21586395,0,0,0,0,0,0,0,0,0
202012,18,063,2,3,Hendricks County              ,1324,1324,356968923,3,6,537273,2,8,1012193,1,8,594150,1211,1211,327608627,2,4,400000,2,8,1012193,1,8,594150
202012,18,069,2,3,Huntington County             ,75,75,19299256,0,0,0,0,0,0,0,0,0,75,75,19299256,0,0,0,0,0,0,0,0,0
202012,18,073,2,3,Jasper County                 ,149,149,39061217,0,0,0,0,0,0,0,0,0,149,149,39061217,0,0,0,0,0,0,0,0,0
202012,18,081,2,3,Johnson County                ,970,970,298843119,22,44,8920200,0,0,0,14,100,6826000,970,970,298843119,22,44,8920200,0,0,0,14,100,6826000
202012,18,087,2,3,Lagrange County               ,124,124,27149474,0,0,0,0,0,0,0,0,0,124,124,27149474,0,0,0,0,0,0,0,0,0
202012,18,089,2,3,Lake County                   ,1406,1406,383097181,30,60,10847147,1,4,450000,2,40,5118298,1394,1394,380701902,30,60,10847147,1,4,450000,2,40,5118298
202012,18,097,2,3,Marion County                 ,1209,1209,331449333,17,34,5934315,25,94,10621090,31,1012,124866885,1209,1209,331449333,17,34,5934315,25,94,10621090,30,1007,124763552
202012,18,105,2,3,Monroe County                 ,252,252,67632971,10,20,2840294,0,0,0,12,347,40745635,81,81,22237596,2,4,601416,0,0,0,4,53,6621778
202012,18,109,2,3,Morgan County                 ,319,319,73336163,5,10,1844900,0,0,0,0,0,0,283,283,65223635,5,10,1844900,0,0,0,0,0,0
202012,18,111,2,3,Newton County                 ,28,28,5710000,0,0,0,0,0,0,0,0,0,28,28,5710000,0,0,0,0,0,0,0,0,0
202012,18,115,2,3,Ohio County                   ,20,20,5400000,0,0,0,0,0,0,0,0,0,20,20,5400000,0,0,0,0,0,0,0,0,0
202012,18,119,2,3,Owen County                   ,31,31,8228305,0,0,0,0,0,0,0,0,0,31,31,8228305,0,0,0,0,0,0,0,0,0
202012,18,127,2,3,Porter County                 ,544,544,157343248,12,24,3290541,0,0,0,1,12,2476849,424,424,139864465,12,24,3290541,0,0,0,1,12,2476849
202012,18,133,2,3,Putnam County                 ,164,164,44098932,0,0,0,0,0,0,0,0,0,155,155,41398719,0,0,0,0,0,0,0,0,0
202012,18,145,2,3,Shelby County                 ,70,70,15723104,0,0,0,0,0,0,0,0,0,40,40,10810178,0,0,0,0,0,0,0,0,0
202012,18,151,2,3,Steuben County                ,161,161,52925355,1,2,295000,0,0,0,0,0,0,161,161,52925355,1,2,295000,0,0,0,0,0,0
202012,18,157,2,3,Tippecanoe County             ,401,401,107797613,0,0,0,0,0,0,32,916,105837292,386,386,105766696,0,0,0,0,0,0,25,827,99529215
202012,18,163,2,3,Vanderburgh County            ,441,441,88293521,22,44,7778598,0,0,0,7,167,12434296,326,326,66281792,15,30,6050956,0,0,0,7,167,12434296
202012,18,167,2,3,Vigo County                   ,26,26,5516713,16,32,3963505,0,0,0,0,0,0,14,14,2855000,9,18,2506630,0,0,0,0,0,0
202012,18,175,2,3,Washington County             ,72,72,11917863,0,0,0,0,0,0,0,0,0,62,62,9330823,0,0,0,0,0,0,0,0,0
202012,18,183,2,3,Whitley County                ,92,92,26822826,0,0,0,0,0,0,0,0,0,92,92,26822826,0,0,0,0,0,0,0,0,0
202012,19,049,2,4,Dallas County                 ,840,840,238829374,1,2,301438,0,0,0,12,313,46212937,824,824,234373139,1,2,301438,0,0,0,5,278,42989255
202012,19,085,2,4,Harrison County               ,31,31,8138146,0,0,0,0,0,0,0,0,0,27,27,7239418,0,0,0,0,0,0,0,0,0
202012,19,129,2,4,Mills County                  ,9,9,2161107,4,8,900000,0,0,0,0,0,0,5,5,1094439,0,0,0,0,0,0,0,0,0
202012,19,153,2,4,Polk County                   ,3221,3221,892282331,14,28,6232278,2,8,1156880,43,1326,149948160,3148,3148,870279923,14,28,6232278,2,8,1156880,36,1238,140805937
202012,19,181,2,4,Warren County                 ,459,459,118606959,6,12,2826886,0,0,0,1,59,7841568,459,459,118606959,6,12,2826886,0,0,0,1,59,7841568
202012,20,061,2,4,Geary County                  ,16,16,4141536,0,0,0,0,0,0,0,0,0,4,4,1020000,0,0,0,0,0,0,0,0,0
202012,20,091,2,4,Johnson County                ,1931,1931,730957862,23,46,14894487,14,56,16250000,39,1050,130500306,1841,1841,677457919,23,46,14894487,14,56,16250000,39,1050,130500306
202012,20,103,2,4,Leavenworth County            ,279,279,59212778,18,36,4759432,0,0,0,6,32,3676830,279,279,59212778,18,36,4759432,0,0,0,6,32,3676830
202012,20,107,2,4,Linn County                   ,65,65,8607928,0,0,0,0,0,0,0,0,0,65,65,8607928,0,0,0,0,0,0,0,0,0
202012,20,121,2,4,Miami County                  ,87,87,28198580,0,0,0,0,0,0,0,0,0,23,23,5409040,0,0,0,0,0,0,0,0,0
202012,20,209,2,4,Wyandotte County              ,195,195,37724215,9,18,1739472,0,0,0,0,0,0,16,16,3527105,0,0,0,0,0,0,0,0,0
202012,21,005,3,6,Anderson County               ,80,80,13854100,6,12,960000,0,0,0,0,0,0,80,80,13854100,6,12,960000,0,0,0,0,0,0
202012,21,015,3,6,Boone County                  ,603,603,110420995,0,0,0,0,0,0,7,214,21625719,603,603,110420995,0,0,0,0,0,0,7,214,21625719
202012,21,017,3,6,Bourbon County                ,53,53,11667608,0,0,0,0,0,0,0,0,0,53,53,11667608,0,0,0,0,0,0,0,0,0
202012,21,021,3,6,Boyle County                  ,26,26,4992095,13,26,2378038,0,0,0,0,0,0,2,2,460000,0,0,0,0,0,0,0,0,0
202012,21,029,3,6,Bullitt County                ,433,433,117656821,4,8,1095000,6,22,2545000,0,0,0,433,433,117656821,4,8,1095000,6,22,2545000,0,0,0
202012,21,035,3,6,Calloway County               ,19,19,3453400,3,6,615000,2,8,309000,2,18,1008000,19,19,3453400,3,6,615000,2,8,309000,2,18,1008000
202012,21,037,3,6,Campbell County               ,227,227,77483451,0,0,0,1,3,719301,1,5,1021944,175,175,61191756,0,0,0,0,0,0,0,0,0
202012,21,045,3,6,Casey County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,21,047,3,6,Christian County              ,84,84,8823870,2,4,250000,0,0,0,0,0,0,54,54,6687870,2,4,250000,0,0,0,0,0,0
202012,21,049,3,6,Clark County                  ,68,68,14353151,1,2,400000,1,4,300000,8,46,3277500,28,28,5002500,0,0,0,1,4,300000,2,16,1200000
202012,21,059,3,6,Daviess County                ,302,302,28972344,5,10,1000000,7,26,1692350,0,0,0,302,302,28972344,5,10,1000000,7,26,1692350,0,0,0
202012,21,067,3,6,Fayette County                ,702,702,153537687,2,4,438286,0,0,0,16,731,70476847,0,0,0,0,0,0,0,0,0,0,0,0
202012,21,069,3,6,Fleming County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,21,077,3,6,Gallatin County               ,54,54,12588966,0,0,0,0,0,0,0,0,0,54,54,12588966,0,0,0,0,0,0,0,0,0
202012,21,081,3,6,Grant County                  ,75,75,16564736,0,0,0,0,0,0,0,0,0,41,41,9962800,0,0,0,0,0,0,0,0,0
202012,21,091,3,6,Hancock County                ,8,8,1608440,1,2,173138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,21,099,3,6,Hart County                   ,11,11,960533,0,0,0,0,0,0,7,35,3974166,0,0,0,0,0,0,0,0,0,0,0,0
202012,21,101,3,6,Henderson County              ,41,41,8986304,1,2,75000,3,12,1060000,1,8,800000,41,41,8986304,1,2,75000,3,12,1060000,1,8,800000
202012,21,103,3,6,Henry County                  ,57,57,10625954,0,0,0,1,4,800000,0,0,0,47,47,8535500,0,0,0,1,4,800000,0,0,0
202012,21,111,3,6,Jefferson County              ,1235,1235,254792022,13,26,4228605,1,3,600000,0,0,0,1235,1235,254792022,13,26,4228605,1,3,600000,0,0,0
202012,21,113,3,6,Jessamine County              ,199,199,66588036,0,0,0,11,40,6382000,0,0,0,79,79,48297650,0,0,0,4,16,2821000,0,0,0
202012,21,115,3,6,Johnson County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,21,117,3,6,Kenton County                 ,311,311,86640901,0,0,0,0,0,0,0,0,0,311,311,86640901,0,0,0,0,0,0,0,0,0
202012,21,121,3,6,Knox County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,21,123,3,6,Larue County                  ,37,37,8651738,0,0,0,0,0,0,0,0,0,37,37,8651738,0,0,0,0,0,0,0,0,0
202012,21,137,3,6,Lincoln County                ,55,55,5159200,0,0,0,0,0,0,0,0,0,17,17,1700000,0,0,0,0,0,0,0,0,0
202012,21,145,3,6,McCracken County              ,112,112,26676890,0,0,0,1,4,412000,0,0,0,28,28,7211447,0,0,0,1,4,412000,0,0,0
202012,21,151,3,6,Madison County                ,235,235,23214364,18,36,2060932,0,0,0,12,62,2090292,74,74,9106000,1,2,140000,0,0,0,0,0,0
202012,21,157,3,6,Marshall County               ,85,85,22613624,3,6,950000,0,0,0,0,0,0,85,85,22613624,3,6,950000,0,0,0,0,0,0
202012,21,161,3,6,Mason County                  ,32,32,6777573,0,0,0,0,0,0,0,0,0,32,32,6777573,0,0,0,0,0,0,0,0,0
202012,21,163,3,6,Meade County                  ,113,113,22120143,4,8,720000,3,9,825000,0,0,0,113,113,22120143,4,8,720000,3,9,825000,0,0,0
202012,21,167,3,6,Mercer County                 ,64,64,11107475,3,6,420000,1,4,150000,0,0,0,64,64,11107475,3,6,420000,1,4,150000,0,0,0
202012,21,175,3,6,Morgan County                 ,9,9,675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,21,179,3,6,Nelson County                 ,220,220,38288723,23,46,4915000,5,16,2650000,0,0,0,220,220,38288723,23,46,4915000,5,16,2650000,0,0,0
202012,21,185,3,6,Oldham County                 ,346,346,119140822,0,0,0,0,0,0,4,96,4600000,346,346,119140822,0,0,0,0,0,0,4,96,4600000
202012,21,191,3,6,Pendleton County              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,21,209,3,6,Scott County                  ,329,329,64492267,13,26,2891000,1,3,900000,1,5,547500,329,329,64492267,13,26,2891000,1,3,900000,1,5,547500
202012,21,211,3,6,Shelby County                 ,230,230,67677463,1,2,200000,0,0,0,4,96,7200000,230,230,67677463,1,2,200000,0,0,0,4,96,7200000
202012,21,213,3,6,Simpson County                ,106,106,19538278,10,20,984976,10,40,3982280,0,0,0,106,106,19538278,10,20,984976,10,40,3982280,0,0,0
202012,21,215,3,6,Spencer County                ,161,161,39769826,0,0,0,0,0,0,0,0,0,161,161,39769826,0,0,0,0,0,0,0,0,0
202012,21,221,3,6,Trigg County                  ,11,11,2274764,0,0,0,0,0,0,1,70,5984160,11,11,2274764,0,0,0,0,0,0,1,70,5984160
202012,21,239,3,6,Woodford County               ,99,99,23990661,0,0,0,0,0,0,0,0,0,99,99,23990661,0,0,0,0,0,0,0,0,0
202012,22,005,3,7,Ascension Parish              ,902,902,152909792,0,0,0,0,0,0,0,0,0,321,321,65872292,0,0,0,0,0,0,0,0,0
202012,22,015,3,7,Bossier Parish                ,656,656,118485861,0,0,0,0,0,0,0,0,0,410,410,77832878,0,0,0,0,0,0,0,0,0
202012,22,017,3,7,Caddo Parish                  ,255,255,62661855,0,0,0,0,0,0,0,0,0,255,255,62661855,0,0,0,0,0,0,0,0,0
202012,22,031,3,7,De Soto Parish                ,118,118,29674658,0,0,0,0,0,0,0,0,0,91,91,21775038,0,0,0,0,0,0,0,0,0
202012,22,033,3,7,East Baton Rouge Parish       ,1359,1359,338782935,2,4,17841000,0,0,0,0,0,0,1352,1352,337728147,2,4,17841000,0,0,0,0,0,0
202012,22,037,3,7,East Feliciana Parish         ,54,54,11248312,0,0,0,0,0,0,0,0,0,54,54,11248312,0,0,0,0,0,0,0,0,0
202012,22,047,3,7,Iberville Parish              ,111,111,27087760,0,0,0,0,0,0,0,0,0,5,5,1191000,0,0,0,0,0,0,0,0,0
202012,22,051,3,7,Jefferson Parish              ,588,588,126830598,2,4,1109611,0,0,0,0,0,0,585,585,126326409,2,4,1109611,0,0,0,0,0,0
202012,22,055,3,7,Lafayette Parish              ,2082,2082,382377182,0,0,0,0,0,0,2,13,1375000,2062,2062,378867455,0,0,0,0,0,0,2,13,1375000
202012,22,063,3,7,Livingston Parish             ,1015,1015,210981339,2,4,442600,0,0,0,0,0,0,898,898,187319178,2,4,442600,0,0,0,0,0,0
202012,22,071,3,7,Orleans Parish                ,621,621,141597880,122,244,27946400,4,15,2947796,11,480,85740015,299,299,70126608,63,126,15457793,1,4,300550,5,247,39660252
202012,22,075,3,7,Plaquemines Parish            ,104,104,34587016,1,2,282500,1,3,373351,0,0,0,87,87,29708516,0,0,0,0,0,0,0,0,0
202012,22,077,3,7,Pointe Coupee Parish          ,68,68,20739164,0,0,0,0,0,0,0,0,0,68,68,20739164,0,0,0,0,0,0,0,0,0
202012,22,087,3,7,St. Bernard Parish            ,302,302,56915417,19,38,2986018,0,0,0,0,0,0,302,302,56915417,19,38,2986018,0,0,0,0,0,0
202012,22,089,3,7,St. Charles Parish            ,138,138,36650957,0,0,0,0,0,0,0,0,0,138,138,36650957,0,0,0,0,0,0,0,0,0
202012,22,091,3,7,St. Helena Parish             ,38,38,6781110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,22,095,3,7,St. John the Baptist Parish   ,86,86,18347738,0,0,0,0,0,0,0,0,0,78,78,16915198,0,0,0,0,0,0,0,0,0
202012,22,099,3,7,St. Martin Parish             ,209,209,39416122,0,0,0,0,0,0,0,0,0,24,24,5550638,0,0,0,0,0,0,0,0,0
202012,22,103,3,7,St. Tammany Parish            ,1665,1665,380207296,0,0,0,0,0,0,0,0,0,1623,1623,363727091,0,0,0,0,0,0,0,0,0
202012,22,109,3,7,Terrebonne Parish             ,154,154,41444051,9,18,1400003,2,6,523500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,22,121,3,7,West Baton Rouge Parish       ,223,223,39152092,3,6,730543,0,0,0,0,0,0,205,205,37512976,3,6,730543,0,0,0,0,0,0
202012,22,125,3,7,West Feliciana Parish         ,53,53,14458703,0,0,0,0,0,0,0,0,0,53,53,14458703,0,0,0,0,0,0,0,0,0
202012,23,000,1,1,Maine Unorganized Territory   ,102,102,13545625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,24,003,3,5,Anne Arundel County           ,1945,1945,350536941,0,0,0,0,0,0,3,37,9319646,1941,1941,349612848,0,0,0,0,0,0,2,24,6040159
202012,24,005,3,5,Baltimore County              ,746,746,182563892,0,0,0,1,4,761682,15,694,142046730,746,746,182563892,0,0,0,1,4,761682,15,694,142046730
202012,24,009,3,5,Calvert County                ,243,243,56931648,0,0,0,0,0,0,4,96,11000000,243,243,56931648,0,0,0,0,0,0,4,96,11000000
202012,24,013,3,5,Carroll County                ,436,436,94913439,0,0,0,0,0,0,2,45,2801600,436,436,94913439,0,0,0,0,0,0,2,45,2801600
202012,24,015,3,5,Cecil County                  ,234,234,51605614,0,0,0,0,0,0,0,0,0,234,234,51605614,0,0,0,0,0,0,0,0,0
202012,24,017,3,5,Charles County                ,735,735,223326871,0,0,0,0,0,0,0,0,0,735,735,223326871,0,0,0,0,0,0,0,0,0
202012,24,021,3,5,Frederick County              ,2217,2217,557990388,1,2,110000,0,0,0,13,358,50110666,2217,2217,557990388,1,2,110000,0,0,0,13,358,50110666
202012,24,023,3,5,Garrett County                ,118,118,48379890,0,0,0,0,0,0,0,0,0,118,118,48379890,0,0,0,0,0,0,0,0,0
202012,24,025,3,5,Harford County                ,825,825,233032459,0,0,0,0,0,0,10,365,53908934,825,825,233032459,0,0,0,0,0,0,10,365,53908934
202012,24,027,3,5,Howard County                 ,651,651,141828805,1,2,700000,0,0,0,8,409,25958654,651,651,141828805,1,2,700000,0,0,0,8,409,25958654
202012,24,031,3,5,Montgomery County             ,932,932,198954945,4,8,680000,0,0,0,12,546,126892102,844,844,178343622,4,8,680000,0,0,0,4,432,111354066
202012,24,033,3,5,Prince George County          ,2066,2066,484753055,1,2,243837,1,3,859014,3,650,100500000,2049,2049,479829687,0,0,0,0,0,0,3,650,100500000
202012,24,035,3,5,Queen Anne County             ,280,280,58534558,0,0,0,0,0,0,1,21,2400000,280,280,58534558,0,0,0,0,0,0,1,21,2400000
202012,24,037,3,5,St. Marys County              ,833,833,172457315,3,6,975000,0,0,0,20,111,18234158,323,323,67858000,0,0,0,0,0,0,12,68,12284000
202012,24,039,3,5,Somerset County               ,20,20,3739954,0,0,0,0,0,0,0,0,0,4,4,832134,0,0,0,0,0,0,0,0,0
202012,24,045,3,5,Wicomico County               ,242,242,43387184,0,0,0,3,10,879730,7,48,4524865,232,232,41802977,0,0,0,3,10,879730,7,48,4524865
202012,24,510,3,5,Baltimore (Independent City)  ,115,115,14316925,0,0,0,0,0,0,18,1505,273110010,101,101,11973110,0,0,0,0,0,0,17,1480,269471377
202012,25,005,1,1,Bristol County                ,647,647,135639621,12,24,2553000,1,3,240000,3,22,2500000,456,456,102100875,12,24,2553000,1,3,240000,3,22,2500000
202012,25,009,1,1,Essex County                  ,474,474,172436613,45,90,18623724,8,27,3892000,34,624,87469522,362,362,130507624,27,54,10799230,8,27,3892000,15,522,70546906
202012,25,017,1,1,Middlesex County              ,1313,1313,425843680,79,158,28005559,17,60,12394455,275,2968,363633866,948,948,310108173,62,124,18194334,12,45,9347350,22,1021,180177444
202012,25,021,1,1,Norfolk County                ,639,639,254203031,44,88,18016233,9,29,3747481,52,1163,158274007,402,402,182500963,38,76,15820004,2,7,698546,10,733,117937587
202012,25,023,1,1,Plymouth County               ,1126,1126,288228699,11,22,2600000,10,39,4432214,15,140,21659895,506,506,146888224,11,22,2600000,9,36,3956500,6,94,15745614
202012,25,025,1,1,Suffolk County                ,33,33,10715789,40,80,17309377,39,126,28213085,105,3457,1582677738,24,24,9133119,37,74,16648586,39,126,28213085,80,3317,1554793267
202012,26,000,2,3,Michigan Balance of State     ,67,67,12579413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,26,019,2,3,Benzie County                 ,64,64,14512637,0,0,0,0,0,0,0,0,0,21,21,3937088,0,0,0,0,0,0,0,0,0
202012,26,029,2,3,Charlevoix County             ,95,95,21029387,1,2,97321,0,0,0,0,0,0,67,67,14278896,1,2,97321,0,0,0,0,0,0
202012,26,089,2,3,Leelanau County               ,119,119,29798915,0,0,0,0,0,0,0,0,0,119,119,29798915,0,0,0,0,0,0,0,0,0
202012,26,093,2,3,Livingston County             ,666,666,169603271,4,8,1120000,1,3,389506,0,0,0,651,651,167185695,4,8,1120000,1,3,389506,0,0,0
202012,26,095,2,3,Luce County                   ,9,9,2145600,0,0,0,0,0,0,0,0,0,5,5,1192000,0,0,0,0,0,0,0,0,0
202012,26,099,2,3,Macomb County                 ,1259,1259,415376494,28,56,10089239,3,12,1380452,8,272,31015117,1251,1251,413570244,28,56,10089239,3,12,1380452,8,272,31015117
202012,26,103,2,3,Marquette County              ,75,75,22028344,5,10,1250000,0,0,0,0,0,0,75,75,22028344,5,10,1250000,0,0,0,0,0,0
202012,26,137,2,3,Otsego County                 ,21,21,1701000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,26,147,2,3,St. Clair County              ,208,208,46331243,0,0,0,0,0,0,0,0,0,185,185,42348001,0,0,0,0,0,0,0,0,0
202012,26,163,2,3,Wayne County                  ,914,914,234956164,10,20,1995224,4,16,2722758,47,1045,196614272,813,813,219180459,10,20,1995224,4,16,2722758,30,953,175705181
202012,27,003,2,4,Anoka County                  ,1081,1081,310009904,1,2,741863,6,24,4867525,9,557,69102920,1032,1032,295568412,1,2,741863,6,24,4867525,9,557,69102920
202012,27,019,2,4,Carver County                 ,658,658,201285146,10,20,4184280,1,4,1009326,0,0,0,649,649,198671759,8,16,3197430,1,4,1009326,0,0,0
202012,27,025,2,4,Chisago County                ,273,273,50288239,1,2,357000,0,0,0,0,0,0,271,271,49869573,0,0,0,0,0,0,0,0,0
202012,27,027,2,4,Clay County                   ,208,208,51650271,0,0,0,2,8,1472000,3,94,11350000,208,208,51650271,0,0,0,2,8,1472000,3,94,11350000
202012,27,037,2,4,Dakota County                 ,1213,1213,340503735,2,4,860000,6,23,4470106,16,731,99571527,1202,1202,336828721,2,4,860000,6,23,4470106,13,698,94888561
202012,27,053,2,4,Hennepin County               ,1884,1884,761136004,18,36,6722838,13,46,12218595,66,5673,957979196,1577,1577,653830569,18,36,6722838,12,43,11610885,66,5673,957979196
202012,27,059,2,4,Isanti County                 ,286,286,58137299,0,0,0,0,0,0,1,36,4700000,286,286,58137299,0,0,0,0,0,0,1,36,4700000
202012,27,123,2,4,Ramsey County                 ,178,178,56662502,1,2,375000,2,8,1561092,29,2778,332534012,174,174,55807183,1,2,375000,2,8,1561092,24,2745,329033757
202012,27,139,2,4,Scott County                  ,585,585,208945220,2,4,1304000,2,7,1243468,1,16,2000000,585,585,208945220,2,4,1304000,2,7,1243468,1,16,2000000
202012,27,141,2,4,Sherburne County              ,447,447,103068170,8,16,3040816,1,4,666556,3,106,9300000,444,444,102642335,8,16,3040816,1,4,666556,3,106,9300000
202012,27,163,2,4,Washington County             ,1330,1330,419695555,3,6,1328000,2,7,1270000,19,840,117528718,1256,1256,394578176,3,6,1328000,2,7,1270000,10,709,106714232
202012,27,171,2,4,Wright County                 ,1185,1185,346611817,1,2,430000,1,4,738960,6,142,31292438,1166,1166,342207545,1,2,430000,1,4,738960,3,127,29423609
202012,28,033,3,6,DeSoto County                 ,1676,1676,303985183,0,0,0,0,0,0,0,0,0,1529,1529,283962369,0,0,0,0,0,0,0,0,0
202012,28,041,3,6,Greene County                 ,4,4,836304,0,0,0,0,0,0,0,0,0,4,4,836304,0,0,0,0,0,0,0,0,0
202012,28,045,3,6,Hancock County                ,584,584,101348019,3,6,555537,12,40,4014452,12,87,7365655,201,201,43226551,0,0,0,0,0,0,0,0,0
202012,28,047,3,6,Harrison County               ,1419,1419,283919525,8,16,1350000,1,4,400000,11,264,21648000,1337,1337,274604243,8,16,1350000,1,4,400000,11,264,21648000
202012,28,067,3,6,Jones County                  ,93,93,12079000,0,0,0,0,0,0,0,0,0,93,93,12079000,0,0,0,0,0,0,0,0,0
202012,28,129,3,6,Smith County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,28,137,3,6,Tate County                   ,144,144,30468956,0,0,0,0,0,0,0,0,0,126,126,26954242,0,0,0,0,0,0,0,0,0
202012,28,143,3,6,Tunica County                 ,94,94,21179009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,28,145,3,6,Union County                  ,11,11,1619000,0,0,0,0,0,0,0,0,0,11,11,1619000,0,0,0,0,0,0,0,0,0
202012,28,149,3,6,Warren County                 ,25,25,5349186,0,0,0,1,3,333667,0,0,0,5,5,740000,0,0,0,0,0,0,0,0,0
202012,29,013,2,4,Bates County                  ,2,2,500000,0,0,0,0,0,0,0,0,0,2,2,500000,0,0,0,0,0,0,0,0,0
202012,29,017,2,4,Bollinger County              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,29,019,2,4,Boone County                  ,793,793,213600196,3,6,525000,0,0,0,5,122,20701130,793,793,213600196,3,6,525000,0,0,0,5,122,20701130
202012,29,049,2,4,Clinton County                ,79,79,20744245,0,0,0,0,0,0,0,0,0,70,70,18907805,0,0,0,0,0,0,0,0,0
202012,29,065,2,4,Dent County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
